Date,Sub Category ID,Plant ID,Vendor ID,Material ID,Defect Type ID,Material Type ID,Defect ID,Defect Qty,Downtime min
22/12/2014 00:00,5,6,9,1991,3,1,23,53,5
22/12/2014 00:00,4,5,96,466,4,9,34,23,0
22/12/2014 00:00,4,5,96,466,3,9,112,9345,0
22/12/2014 00:00,4,5,279,1766,3,9,146,9968,0
22/12/2014 00:00,4,18,328,2136,1,9,247,34390,0
22/12/2014 00:00,6,10,163,2135,4,9,146,101,0
22/12/2014 00:00,5,7,139,1517,4,9,265,490,0
22/12/2014 00:00,4,23,88,1300,1,10,144,175,0
21/12/2014 00:00,2,16,2,1455,3,4,274,13,180
21/12/2014 00:00,2,16,2,979,3,6,281,67,60
21/12/2014 00:00,2,16,47,978,3,4,274,1,180
21/12/2014 00:00,2,16,47,1503,3,4,274,13,270
21/12/2014 00:00,4,5,24,174,3,9,69,23,33
21/12/2014 00:00,2,16,1,1660,3,1,7,41,35
21/12/2014 00:00,4,5,24,174,1,9,69,25632,0
21/12/2014 00:00,2,2,1,1907,1,1,11,1,0
21/12/2014 00:00,2,2,1,2127,4,1,11,1,0
21/12/2014 00:00,2,24,1,678,4,1,272,33,0
21/12/2014 00:00,2,24,1,456,4,1,270,143,0
21/12/2014 00:00,4,23,13,2133,1,1,270,0,0
21/12/2014 00:00,2,2,326,207,1,9,69,0,0
21/12/2014 00:00,4,18,25,2130,1,9,247,0,0
20/12/2014 00:00,4,5,74,1223,1,9,247,6230,0
18/12/2014 00:00,5,6,52,2115,3,10,144,11036,45
18/12/2014 00:00,5,6,52,2116,3,10,269,12015,60
18/12/2014 00:00,2,20,93,2114,3,9,34,890,30
18/12/2014 00:00,4,12,72,465,3,9,69,14908,120
18/12/2014 00:00,6,10,62,878,4,1,291,677,0
18/12/2014 00:00,2,13,182,1018,4,14,114,2,0
17/12/2014 00:00,4,5,99,794,4,9,69,29,0
17/12/2014 00:00,4,5,29,559,1,9,247,2208,0
17/12/2014 00:00,2,16,2,2009,4,4,27,0,0
17/12/2014 00:00,4,18,96,963,4,9,64,0,0
16/12/2014 00:00,3,4,11,1968,3,2,278,5042,22
16/12/2014 00:00,3,4,11,1868,3,2,278,5140,40
16/12/2014 00:00,2,24,1,456,3,1,270,241,120
16/12/2014 00:00,4,5,7,1415,1,9,134,300,0
16/12/2014 00:00,4,5,14,2113,4,6,30,1,0
16/12/2014 00:00,3,4,11,1868,1,2,278,2617,0
16/12/2014 00:00,3,4,11,2111,1,2,278,2991,0
16/12/2014 00:00,3,4,11,1869,4,2,278,5429,0
15/12/2014 00:00,3,4,4,2120,3,10,57,0,10
15/12/2014 00:00,3,4,17,608,3,13,275,0,30
15/12/2014 00:00,3,4,18,1061,3,8,167,0,28
15/12/2014 00:00,3,4,18,447,3,8,109,0,15
15/12/2014 00:00,2,20,2,1029,3,4,27,116,60
15/12/2014 00:00,2,20,4,2112,3,10,302,2,20
15/12/2014 00:00,3,4,17,150,4,13,289,63910,20
15/12/2014 00:00,2,24,1,456,3,1,270,214,90
15/12/2014 00:00,3,4,323,2097,4,9,71,120587,0
15/12/2014 00:00,6,10,231,669,4,9,25,574,0
15/12/2014 00:00,3,4,1,2110,1,1,17,499,0
15/12/2014 00:00,3,4,18,447,4,8,108,136,0
15/12/2014 00:00,3,4,17,608,1,13,289,0,0
15/12/2014 00:00,3,4,17,608,1,13,289,0,0
15/12/2014 00:00,3,4,17,608,1,13,289,0,0
15/12/2014 00:00,3,4,17,608,1,13,289,0,0
15/12/2014 00:00,3,4,4,2119,1,10,233,0,0
15/12/2014 00:00,2,24,2,1455,1,4,30,0,0
14/12/2014 00:00,5,7,52,2117,4,10,77,4450,45
14/12/2014 00:00,5,7,75,487,4,16,25,42720,30
14/12/2014 00:00,2,16,13,2118,3,1,273,67,22
14/12/2014 00:00,4,5,56,935,4,9,69,445,0
14/12/2014 00:00,4,5,24,174,1,9,69,25632,0
14/12/2014 00:00,2,24,2,40,4,4,28,27,0
14/12/2014 00:00,2,2,153,1009,4,2,60,1113,0
14/12/2014 00:00,2,2,153,1324,4,2,60,17800,0
14/12/2014 00:00,2,2,153,1324,4,2,76,17800,0
14/12/2014 00:00,2,2,153,1325,4,2,77,20203,0
11/12/2014 00:00,2,20,4,948,3,10,302,1,5
11/12/2014 00:00,2,20,4,948,3,10,54,4895,20
11/12/2014 00:00,2,16,47,1503,3,4,25,24,60
11/12/2014 00:00,4,5,126,1887,1,9,247,54,0
11/12/2014 00:00,2,2,1,2101,1,1,11,1,0
11/12/2014 00:00,2,16,2,645,4,4,173,5,0
10/12/2014 00:00,2,24,28,1039,3,9,152,0,120
10/12/2014 00:00,2,16,2,979,3,6,25,0,60
10/12/2014 00:00,2,16,2,2009,3,4,27,0,20
10/12/2014 00:00,4,5,96,466,4,9,64,45,0
10/12/2014 00:00,4,5,7,1415,1,9,247,25632,0
10/12/2014 00:00,3,4,323,2097,4,9,71,2136,0
10/12/2014 00:00,3,4,3,53,4,9,69,3112,0
10/12/2014 00:00,2,11,27,1104,1,1,270,374,0
10/12/2014 00:00,2,11,27,1178,1,1,270,445,0
10/12/2014 00:00,1,1,16,145,1,3,109,890,0
10/12/2014 00:00,2,11,2,2099,4,4,30,0,0
09/12/2014 00:00,2,16,47,2108,3,4,173,0,80
09/12/2014 00:00,2,16,2,645,3,4,109,8,60
09/12/2014 00:00,2,20,4,1853,3,10,45,1780,15
09/12/2014 00:00,6,10,216,2098,4,2,46,2,45
09/12/2014 00:00,6,10,216,2098,4,2,46,7251,45
09/12/2014 00:00,5,7,23,1898,4,14,166,17800,30
09/12/2014 00:00,2,20,47,2102,4,6,30,534,10
09/12/2014 00:00,4,22,32,2104,4,9,201,40050,0
09/12/2014 00:00,3,4,160,847,1,9,69,9192,0
08/12/2014 00:00,2,24,229,1408,3,9,247,0,60
08/12/2014 00:00,6,10,62,957,4,1,270,89,28
08/12/2014 00:00,4,5,72,465,1,9,276,8010,0
08/12/2014 00:00,4,5,32,1023,1,9,247,2670,0
08/12/2014 00:00,4,5,72,465,1,9,247,8010,0
08/12/2014 00:00,4,5,32,1637,1,9,247,23496,0
08/12/2014 00:00,4,8,171,1806,1,9,25,2225,0
08/12/2014 00:00,4,8,171,934,1,9,25,19580,0
08/12/2014 00:00,5,7,145,738,1,9,288,23087,0
08/12/2014 00:00,2,11,27,2103,4,1,265,26,0
08/12/2014 00:00,2,11,36,1680,4,2,278,983,0
08/12/2014 00:00,4,5,4,54,4,2,53,1,0
08/12/2014 00:00,2,11,2,48,4,4,27,1,0
08/12/2014 00:00,4,22,315,2023,1,9,247,0,0
07/12/2014 00:00,2,20,4,948,3,10,302,89,10
07/12/2014 00:00,5,6,9,2107,3,1,272,54,45
07/12/2014 00:00,4,5,92,1114,1,9,109,18,0
07/12/2014 00:00,4,5,56,2048,1,9,69,22428,0
07/12/2014 00:00,4,5,56,2048,1,9,134,22428,0
07/12/2014 00:00,4,5,184,1479,1,9,247,2617,0
07/12/2014 00:00,4,5,32,1804,1,9,247,5340,0
07/12/2014 00:00,4,5,32,2105,1,9,247,8010,0
07/12/2014 00:00,4,5,7,1415,1,9,247,25632,0
07/12/2014 00:00,4,22,89,2106,1,9,247,0,0
07/12/2014 00:00,4,22,306,2100,1,9,247,0,0
05/12/2014 00:00,4,21,303,973,1,9,247,15130,0
05/12/2014 00:00,4,21,303,974,1,9,247,16910,0
04/12/2014 00:00,2,16,2,1795,3,4,274,3,5
04/12/2014 00:00,2,24,1,1595,3,1,273,17,30
04/12/2014 00:00,2,24,1,1595,3,1,24,1335,60
04/12/2014 00:00,4,5,92,1114,4,9,69,18,0
04/12/2014 00:00,4,5,96,466,1,9,247,9345,0
04/12/2014 00:00,3,4,80,746,1,9,146,42542,0
04/12/2014 00:00,2,20,62,2089,4,1,265,25,0
04/12/2014 00:00,6,10,11,2087,4,2,26,10680,0
04/12/2014 00:00,4,5,32,449,1,9,109,0,0
04/12/2014 00:00,4,18,225,1380,1,9,247,0,0
03/12/2014 00:00,2,16,2,2009,3,4,27,0,45
03/12/2014 00:00,4,12,63,252,3,9,69,2937,200
03/12/2014 00:00,4,12,57,873,3,9,69,29904,220
03/12/2014 00:00,5,6,9,2095,3,1,5,5607,25
03/12/2014 00:00,6,10,231,284,4,9,146,1,0
03/12/2014 00:00,2,20,93,2092,1,9,146,20470,0
03/12/2014 00:00,4,5,14,2091,1,3,267,890,0
03/12/2014 00:00,2,2,107,489,1,2,254,712,0
03/12/2014 00:00,5,6,52,2093,4,10,154,12460,0
03/12/2014 00:00,1,1,101,2086,4,17,184,12,0
03/12/2014 00:00,2,2,322,1373,3,11,25,89,0
03/12/2014 00:00,2,24,36,1865,1,2,69,0,0
03/12/2014 00:00,4,19,96,617,1,9,69,0,0
02/12/2014 00:00,2,11,79,718,3,3,282,35244,30
02/12/2014 00:00,5,9,1,2084,4,1,91,1602,120
02/12/2014 00:00,4,5,56,2088,1,9,69,23,0
02/12/2014 00:00,4,21,303,933,1,9,247,15130,0
02/12/2014 00:00,2,11,26,1556,4,9,112,356,0
02/12/2014 00:00,6,10,62,270,4,1,12,1246,0
02/12/2014 00:00,1,1,102,446,4,17,185,76,0
02/12/2014 00:00,1,1,101,441,4,17,184,142,0
02/12/2014 00:00,2,11,2,48,4,4,27,0,0
02/12/2014 00:00,2,11,2,2009,4,4,27,0,0
02/12/2014 00:00,2,11,2,282,4,6,281,0,0
02/12/2014 00:00,2,11,2,2085,4,6,30,0,0
02/12/2014 00:00,2,2,322,1373,1,22,276,0,0
02/12/2014 00:00,4,5,7,1415,4,9,134,0,0
02/12/2014 00:00,2,2,269,1294,1,9,276,0,0
01/12/2014 00:00,4,5,4,54,4,2,225,2,20
01/12/2014 00:00,6,10,25,2096,4,9,25,606,0
01/12/2014 00:00,4,5,14,599,4,6,30,1424,0
01/12/2014 00:00,2,20,47,2090,4,6,30,534,0
01/12/2014 00:00,2,20,19,1655,4,14,114,1,0
01/12/2014 00:00,4,22,321,2083,1,9,69,0,0
01/12/2014 00:00,4,22,321,2083,1,9,69,0,0
01/12/2014 00:00,4,22,321,2083,1,9,69,0,0
01/12/2014 00:00,6,10,173,959,1,9,247,0,0
30/11/2014 00:00,3,4,17,150,3,13,289,0,30
30/11/2014 00:00,3,4,17,608,3,13,275,0,2
30/11/2014 00:00,2,16,2,1455,3,6,258,16,60
30/11/2014 00:00,4,8,20,2079,3,5,25,32107,30
30/11/2014 00:00,3,4,11,309,4,2,285,1215,25
30/11/2014 00:00,3,4,11,309,4,2,285,7103,10
30/11/2014 00:00,3,4,11,1868,4,2,285,9532,10
30/11/2014 00:00,6,10,16,149,4,3,63,12015,70
30/11/2014 00:00,5,6,9,2080,3,1,25,89,20
30/11/2014 00:00,5,6,9,2081,3,1,270,356,60
30/11/2014 00:00,5,6,9,2082,3,1,23,534,120
30/11/2014 00:00,4,18,264,2011,1,9,64,26700,0
30/11/2014 00:00,3,4,80,946,1,9,146,34710,0
30/11/2014 00:00,5,7,68,1482,3,9,146,40050,0
30/11/2014 00:00,3,4,11,1167,4,2,285,1335,0
30/11/2014 00:00,3,4,11,1695,4,2,285,1869,0
30/11/2014 00:00,3,4,11,1167,4,2,285,3560,0
30/11/2014 00:00,3,4,11,1361,4,2,278,7090,0
30/11/2014 00:00,5,6,34,1121,4,11,58,1691,0
30/11/2014 00:00,3,4,17,608,3,13,275,0,0
30/11/2014 00:00,3,4,17,608,3,13,275,0,0
30/11/2014 00:00,3,4,17,608,1,13,275,0,0
30/11/2014 00:00,3,4,17,608,1,13,275,0,0
30/11/2014 00:00,3,4,17,608,1,13,305,0,0
30/11/2014 00:00,3,4,17,150,3,13,289,0,0
30/11/2014 00:00,3,4,17,150,1,13,289,0,0
30/11/2014 00:00,5,6,9,1450,1,1,5,0,0
29/11/2014 00:00,4,21,303,973,1,9,247,15130,0
28/11/2014 00:00,4,5,24,2072,1,9,247,3983,0
27/11/2014 00:00,4,5,184,1035,1,9,109,5234,0
27/11/2014 00:00,4,5,7,1415,1,9,247,25632,0
27/11/2014 00:00,4,18,225,1972,1,9,247,439,0
27/11/2014 00:00,4,18,225,1972,1,9,247,878,0
27/11/2014 00:00,4,21,303,974,1,9,247,16711,0
27/11/2014 00:00,4,5,14,2067,1,6,25,168032,0
27/11/2014 00:00,4,22,312,2076,1,9,247,0,0
27/11/2014 00:00,4,22,312,2075,1,9,247,0,0
26/11/2014 00:00,2,16,2,2009,3,4,27,0,30
26/11/2014 00:00,5,14,16,1406,3,3,270,7654,30
26/11/2014 00:00,5,9,320,2060,3,12,25,13083,375
26/11/2014 00:00,2,20,62,2061,3,1,11,1847,180
26/11/2014 00:00,4,5,32,1804,1,9,64,374,0
26/11/2014 00:00,4,5,31,1902,1,9,247,10235,0
26/11/2014 00:00,4,21,303,933,1,9,247,15130,0
26/11/2014 00:00,4,21,303,933,1,9,247,15130,0
26/11/2014 00:00,4,21,303,974,1,9,247,16910,0
26/11/2014 00:00,1,1,16,1846,4,3,90,225,0
26/11/2014 00:00,1,1,16,1846,1,3,90,6451,0
26/11/2014 00:00,2,20,2,1028,4,6,30,361,0
26/11/2014 00:00,4,12,90,2068,1,6,109,1,0
26/11/2014 00:00,4,22,26,2078,1,9,247,0,0
26/11/2014 00:00,4,22,26,2077,1,9,247,0,0
26/11/2014 00:00,4,22,318,2058,1,9,247,0,0
25/11/2014 00:00,2,20,47,1442,3,4,30,1,30
25/11/2014 00:00,2,20,150,1578,3,6,30,63,960
25/11/2014 00:00,2,16,1,1660,3,1,7,45,40
25/11/2014 00:00,2,20,62,254,3,1,272,9,60
25/11/2014 00:00,2,16,13,1929,3,1,273,23,30
25/11/2014 00:00,2,16,13,2007,3,1,7,89,120
25/11/2014 00:00,4,5,184,1479,4,9,109,5234,0
25/11/2014 00:00,4,5,32,2066,1,9,276,7343,0
25/11/2014 00:00,4,5,175,974,1,9,64,17242,0
25/11/2014 00:00,4,5,8,618,1,9,247,17578,0
25/11/2014 00:00,6,10,32,2065,4,9,25,606,0
25/11/2014 00:00,5,6,167,915,4,9,109,49,0
25/11/2014 00:00,4,8,20,1955,4,3,179,8900,0
25/11/2014 00:00,4,8,20,2070,4,3,282,14018,0
25/11/2014 00:00,4,18,257,668,1,9,146,0,0
25/11/2014 00:00,5,6,319,2059,1,9,290,0,0
25/11/2014 00:00,4,5,184,1479,3,9,69,0,0
24/11/2014 00:00,4,5,263,1648,1,9,247,18245,0
24/11/2014 00:00,4,21,303,974,1,9,247,16910,0
24/11/2014 00:00,6,10,32,2064,4,9,25,405,0
24/11/2014 00:00,6,10,32,2063,4,9,25,405,0
24/11/2014 00:00,6,10,32,1764,4,9,25,647,0
24/11/2014 00:00,4,22,36,1653,3,2,53,365612,0
24/11/2014 00:00,4,19,36,2074,3,2,42,0,0
23/11/2014 00:00,3,4,18,1061,3,8,295,0,21
23/11/2014 00:00,2,20,4,2073,3,10,60,5518,45
23/11/2014 00:00,2,24,79,1412,3,3,282,37380,180
23/11/2014 00:00,2,20,62,2062,3,1,24,2225,60
23/11/2014 00:00,4,5,175,973,1,9,146,12179,0
23/11/2014 00:00,4,5,26,176,1,9,247,981,0
23/11/2014 00:00,4,5,72,1143,1,9,247,2937,0
23/11/2014 00:00,4,5,63,1800,1,9,247,3204,0
23/11/2014 00:00,4,5,155,1630,1,9,247,5785,0
23/11/2014 00:00,4,5,74,1376,1,9,247,8900,0
23/11/2014 00:00,4,21,303,974,1,9,247,16910,0
23/11/2014 00:00,6,10,231,805,4,9,69,560,0
23/11/2014 00:00,4,5,205,2069,1,4,25,7,0
23/11/2014 00:00,3,4,17,608,1,13,275,0,0
23/11/2014 00:00,3,4,17,152,1,13,305,0,0
23/11/2014 00:00,3,4,4,1423,1,10,57,0,0
23/11/2014 00:00,3,4,18,2071,1,8,109,0,0
23/11/2014 00:00,3,4,18,447,1,8,168,0,0
20/11/2014 00:00,2,16,2,1663,3,4,27,0,10
20/11/2014 00:00,4,12,20,2054,3,3,109,534,54
20/11/2014 00:00,4,22,20,2034,3,3,179,4450,60
20/11/2014 00:00,3,4,317,1166,4,9,69,16910,45
20/11/2014 00:00,4,18,8,72,1,9,247,37825,0
20/11/2014 00:00,3,4,317,1166,4,9,25,890,0
20/11/2014 00:00,3,4,317,1166,4,9,69,12460,0
19/11/2014 00:00,6,10,62,269,4,1,5,0,30
19/11/2014 00:00,3,4,100,1741,1,9,247,7254,0
19/11/2014 00:00,2,11,79,2050,4,3,25,1202,0
19/11/2014 00:00,2,2,46,607,1,8,69,0,0
19/11/2014 00:00,6,10,290,1840,1,9,290,0,0
19/11/2014 00:00,6,10,162,2056,1,9,247,0,0
18/11/2014 00:00,2,20,150,1085,3,6,30,864,20
18/11/2014 00:00,2,24,1,20,4,1,270,285,120
18/11/2014 00:00,2,16,13,1963,3,1,270,67,35
18/11/2014 00:00,5,14,60,2049,3,1,11,890,30
18/11/2014 00:00,4,5,42,1841,1,9,34,27,0
18/11/2014 00:00,4,5,129,2053,1,9,287,935,0
18/11/2014 00:00,4,5,29,182,1,9,265,2003,0
18/11/2014 00:00,4,5,279,1766,1,9,247,34799,0
18/11/2014 00:00,4,22,20,2035,1,3,25,0,0
18/11/2014 00:00,4,22,42,2002,1,9,290,0,0
18/11/2014 00:00,4,12,63,1800,1,9,25,0,0
18/11/2014 00:00,4,12,63,252,1,9,25,0,0
18/11/2014 00:00,6,10,129,1778,1,9,247,0,0
17/11/2014 00:00,5,7,9,113,4,1,273,156,30
17/11/2014 00:00,5,7,9,1194,3,1,301,6408,15
17/11/2014 00:00,6,10,62,234,4,1,23,3939,10
17/11/2014 00:00,4,5,56,2048,4,9,69,27,0
17/11/2014 00:00,4,5,56,2048,4,9,134,27,0
17/11/2014 00:00,4,5,56,2048,4,9,134,27,0
17/11/2014 00:00,4,5,32,449,1,9,25,16020,0
17/11/2014 00:00,5,6,97,2057,4,9,304,39160,0
17/11/2014 00:00,2,11,27,1178,1,1,8,445,0
17/11/2014 00:00,5,14,55,1756,1,3,25,26273,0
17/11/2014 00:00,2,11,36,1680,4,2,278,23582,0
17/11/2014 00:00,5,7,22,2055,4,8,122,31595,0
17/11/2014 00:00,4,12,72,465,1,9,25,0,0
17/11/2014 00:00,6,10,69,1754,1,9,290,0,0
17/11/2014 00:00,4,22,7,2052,1,9,247,0,0
17/11/2014 00:00,6,10,69,2046,1,9,247,0,0
17/11/2014 00:00,6,10,69,2045,1,9,247,0,0
16/11/2014 00:00,2,16,2,1795,4,4,28,0,120
16/11/2014 00:00,4,5,32,449,1,9,134,16020,0
16/11/2014 00:00,4,5,7,1415,4,9,69,25632,0
16/11/2014 00:00,4,5,7,1415,4,9,69,25632,0
16/11/2014 00:00,4,5,63,252,1,9,247,2943,0
16/11/2014 00:00,4,21,96,2047,1,9,247,2804,0
16/11/2014 00:00,4,21,96,1697,1,9,247,14685,0
16/11/2014 00:00,4,21,303,973,1,9,247,15130,0
16/11/2014 00:00,4,21,303,973,1,9,247,15130,0
16/11/2014 00:00,4,21,303,973,1,9,247,15130,0
16/11/2014 00:00,4,21,303,973,1,9,247,15130,0
16/11/2014 00:00,4,21,303,933,1,9,247,15130,0
16/11/2014 00:00,4,21,305,934,1,9,247,16910,0
16/11/2014 00:00,4,21,303,974,1,9,247,16910,0
16/11/2014 00:00,4,21,303,974,1,9,247,16910,0
16/11/2014 00:00,4,21,303,974,1,9,247,16910,0
16/11/2014 00:00,4,21,96,963,1,9,247,20025,0
16/11/2014 00:00,4,21,132,668,1,9,290,28480,0
16/11/2014 00:00,6,10,216,2044,4,2,46,71200,0
16/11/2014 00:00,6,10,216,2043,4,2,74,71200,0
16/11/2014 00:00,2,16,2,2009,4,4,27,0,0
16/11/2014 00:00,6,10,156,1739,1,9,247,0,0
16/11/2014 00:00,6,10,223,1344,1,9,247,0,0
16/11/2014 00:00,6,10,32,2051,1,9,247,0,0
15/11/2014 00:00,6,10,216,2042,4,2,74,58701,30
15/11/2014 00:00,6,10,216,2042,4,2,74,64086,30
15/11/2014 00:00,6,10,216,2042,4,2,74,71200,60
14/11/2014 00:00,2,16,13,2006,3,1,22,45,75
14/11/2014 00:00,2,16,13,2038,3,1,7,89,45
14/11/2014 00:00,4,5,24,174,4,9,58,18,0
14/11/2014 00:00,4,5,155,2031,1,9,64,27902,0
14/11/2014 00:00,4,5,132,668,1,9,146,28751,0
14/11/2014 00:00,2,16,2,48,4,4,27,0,0
14/11/2014 00:00,6,10,11,1233,4,2,26,0,0
13/11/2014 00:00,3,4,19,616,3,14,37,0,88
13/11/2014 00:00,3,4,18,447,3,8,168,0,112
13/11/2014 00:00,2,11,36,1680,3,2,25,11791,60
13/11/2014 00:00,3,4,18,447,3,8,168,59123,540
13/11/2014 00:00,3,4,1,917,3,1,15,0,60
13/11/2014 00:00,4,5,32,564,1,9,64,107,0
13/11/2014 00:00,4,5,96,466,1,9,34,10680,0
13/11/2014 00:00,4,5,29,182,1,9,247,2003,0
13/11/2014 00:00,4,5,7,1415,1,9,247,25632,0
13/11/2014 00:00,4,5,30,183,1,9,247,29370,0
13/11/2014 00:00,4,22,155,2030,4,9,69,32,0
13/11/2014 00:00,4,22,105,592,3,9,176,107,0
13/11/2014 00:00,4,22,300,1106,4,9,201,10680,0
13/11/2014 00:00,4,5,13,407,1,1,267,22428,0
13/11/2014 00:00,4,22,20,2034,3,3,179,4984,0
13/11/2014 00:00,4,22,20,2035,3,3,179,28480,0
13/11/2014 00:00,3,4,17,608,3,13,275,0,0
13/11/2014 00:00,3,4,17,608,1,13,289,0,0
13/11/2014 00:00,3,4,17,608,1,13,289,0,0
13/11/2014 00:00,3,4,17,608,1,13,107,0,0
13/11/2014 00:00,3,4,17,150,1,13,289,0,0
13/11/2014 00:00,3,4,17,150,1,13,289,0,0
13/11/2014 00:00,3,4,4,1600,1,10,57,0,0
13/11/2014 00:00,3,4,18,1061,1,8,37,0,0
13/11/2014 00:00,3,4,1,1621,1,1,17,0,0
12/11/2014 00:00,2,20,2,2033,3,8,25,18,30
12/11/2014 00:00,2,20,2,2033,3,8,123,5696,10
12/11/2014 00:00,2,16,1,8,3,1,273,54,75
12/11/2014 00:00,2,16,1,8,3,1,12,89,60
12/11/2014 00:00,3,4,1,1692,3,1,15,0,10
12/11/2014 00:00,3,4,1,917,3,1,15,0,10
12/11/2014 00:00,2,20,62,254,3,1,272,18,30
12/11/2014 00:00,5,7,181,2026,4,9,58,45,0
12/11/2014 00:00,4,5,14,542,4,5,30,45,0
12/11/2014 00:00,6,10,11,1233,4,2,26,15602,0
12/11/2014 00:00,6,10,163,1749,1,9,290,0,0
12/11/2014 00:00,6,10,316,2037,1,9,247,0,0
11/11/2014 00:00,5,7,21,165,3,8,299,6141,10
11/11/2014 00:00,5,7,53,745,3,10,77,6497,5
11/11/2014 00:00,5,7,53,2029,3,10,77,7654,15
11/11/2014 00:00,5,7,75,487,3,16,256,28035,150
11/11/2014 00:00,4,5,14,661,1,9,69,85440,0
11/11/2014 00:00,4,5,92,1470,1,9,247,5127,0
11/11/2014 00:00,4,5,7,1415,1,9,247,9612,0
11/11/2014 00:00,4,5,7,1415,1,9,247,16020,0
11/11/2014 00:00,2,2,269,1294,4,9,276,1780,0
11/11/2014 00:00,5,7,23,2024,4,14,109,1496,0
11/11/2014 00:00,5,7,22,2032,4,8,37,47393,0
11/11/2014 00:00,2,16,2,2025,4,4,86,0,0
11/11/2014 00:00,4,22,143,2041,1,9,247,0,0
11/11/2014 00:00,4,22,143,2040,1,9,247,0,0
11/11/2014 00:00,4,22,241,2036,1,9,247,0,0
11/11/2014 00:00,6,10,292,1854,1,9,247,0,0
10/11/2014 00:00,2,20,4,2027,3,10,54,49627,420
10/11/2014 00:00,2,13,27,1877,3,3,282,22250,185
10/11/2014 00:00,6,10,62,269,4,1,21,245,20
10/11/2014 00:00,2,16,13,2006,4,1,273,66,60
